# HD 218566 Mass 0.850(0) Jitter 0
2450366.85498	5.12	1.16
2450666.08942	-5.42	1.21
2450690.03236	-5.31	1.24
2450714.98919	2.3	1.24
2450715.94463	3.55	1.16
2450983.10118	2.79	1.13
2451012.0364	5.5	1.37
2451050.944	1.57	1.21
2451071.96025	-1.72	1.19
2451343.03657	-10.72	1.22
2451369.03547	-9.47	1.24
2451410.98964	-1.71	1.28
2451440.89265	-3.58	1.36
2451552.72759	-4.34	1.46
2451900.73713	4.62	1.15
2452096.07187	-0.28	1.29
2452242.72507	-5.34	1.44
2452488.04912	-4.37	1.55
2452535.87165	2.1	1.25
2452575.73785	1.82	1.61
2452806.11771	9.98	1.49
2452828.95884	7.04	1.34
2452898.94265	-2.18	1.32
2453195.98598	1.34	1.31
2453303.88246	11.48	1.21
2453603.06616	-10.68	1.35
2453969.05624	-0.75	1.28
2454279.10762	-5.84	1.06
2454286.09348	-3.99	1.48
2454295.07876	-3.03	1.28
2454429.76038	6.83	1.17
2454430.7458	6.25	1.25
2454455.76108	-0.38	1.23
2454456.75051	0.33	1.31
2454457.73398	-2.62	1.36
2454460.7473	-2.79	1.42
2454461.77113	-0.27	1.12
2454634.09288	16.93	1.31
2454635.06583	13.45	1.13
2454636.05577	13.7	1.28
2454637.11095	12.04	1.39
2454638.06397	15.78	1.21
2454639.07829	13.78	1.24
2454641.10707	12.59	1.16
2454642.12403	8.46	1.31
2454674.93117	-1.84	1.27
2454688.94686	0.27	1.21
2454689.96737	-1.23	1.44
2454717.93868	-7.51	1.3
2454719.95623	-4.29	1.27
2454807.79837	6.87	1.26
2454838.77427	6.45	1.32
2454846.72884	8.46	1.78
2455202.76214	-5.91	1.07
2455371.00493	-6.44	1.25
2455408.11285	-11.53	1.17
