#x	y	xerr	yerr
0.0	1.38013994168	0.487983758278	-0.53042746695
0.204081632653	0.706650810191	-0.206404860667	-0.129221912281
0.408163265306	0.474225278227	0.378506401724	-0.858460588635
0.612244897959	0.180685185669	0.253223630414	-0.415601963158
0.816326530612	-0.198039379806	0.0389087947061	0.215038516892
1.02040816327	0.402412852383	-0.310039677516	-0.378342801583
1.22448979592	-0.444467984203	0.0567493939509	-0.142704865576
1.42857142857	0.0567167736999	-0.137518756871	-0.0257605394314
1.63265306122	0.0734346406579	0.0430694634274	-0.902999952425
1.83673469388	1.0757995445	0.254322171479	-0.81963861522
2.04081632653	1.21490694573	0.16295092845	-0.754524533651
2.24489795918	1.33063206138	-0.265345112962	-0.85316926876
2.44897959184	1.96953456322	-0.190855391425	-0.740519904981
2.65306122449	1.90400073743	-0.311293827116	0.101975246057
2.85714285714	1.78342572681	0.0190873911618	0.534700598349
3.0612244898	2.28050107555	-0.513406196634	-0.261815828807
3.26530612245	2.65942735087	-0.0672623908014	0.0703585243079
3.4693877551	1.99167928672	-0.084714243685	-0.0407885427982
3.67346938776	2.42594373177	-0.587640225534	0.222997169165
3.87755102041	2.3354474974	0.297449515152	-0.561471924966
4.08163265306	2.4005581171	-0.075235200651	-0.221699419361
4.28571428571	1.84484938067	-0.139621273711	-0.0364938486979
4.48979591837	2.03278248149	-0.0110035925601	0.570503132057
4.69387755102	1.97412374242	-0.411638748211	-0.167520345046
4.89795918367	1.73315084423	0.0961375129259	-0.234114231355
5.10204081633	2.04756760253	0.120392971706	0.202112977486
5.30612244898	1.53615095957	-0.126253189767	0.0142966159293
5.51020408163	0.937332690054	0.0486102135698	0.0766652458521
5.71428571429	1.79187381598	0.244083656518	-0.741932289041
5.91836734694	1.09875841739	0.318616230505	0.944215947886
6.12244897959	0.893116071084	-0.204734731496	0.354092753896
6.32653061224	0.815739110406	0.369369089664	0.544892074665
6.5306122449	1.38181531347	0.4661638397	-0.351534891836
6.73469387755	0.526258644446	0.353914466017	-0.449529323642
6.9387755102	0.943308607945	-0.185207202851	0.196469132795
7.14285714286	0.264384839311	0.333061278099	0.210692848006
7.34693877551	0.482058178105	-0.0397738829414	0.236633544909
7.55102040816	0.31622206433	-0.480982673987	-0.175864551334
7.75510204082	-0.00807371055136	0.275527076877	0.220283375383
7.95918367347	-0.0798490787371	0.129124724103	0.0883276184171
8.16326530612	0.300359286944	0.26836842631	-0.531551680248
8.36734693878	-0.0272408359788	-0.0758349493331	-0.273113955614
8.57142857143	-0.118635504588	-0.00865767775683	-0.405572711524
8.77551020408	0.657696818662	0.301705775542	-0.44729164256
8.97959183673	-0.188697018387	0.211866014778	0.185811792173
9.18367346939	-0.0451530503863	0.357534122987	0.430528918801
9.38775510204	-0.0264775417758	-0.221853189678	0.202342818606
9.59183673469	0.462705022586	-0.249711901862	0.362223583635
9.79591836735	-0.160297823312	0.404677432502	-0.13650117456
10.0	0.190813556371	-0.0888010658949	-0.329240418111
